longitude,latitude,cnt
-73.921,40.767,"64	"
-73.921,40.768,"29	"
-73.921,40.769,"2	"
-73.921,40.771,"6	"
-73.921,40.773,"13	"
-73.921,40.774,"5	"
-73.921,40.776,"1	"
-73.921,40.777,"5	"
-73.921,40.778,"1	"
-73.921,40.795,"1	"
-73.921,40.796,"1	"
-73.921,40.798,"3	"
-73.921,40.804,"1	"
-73.921,40.809,"1	"
-73.921,40.811,"1	"
-73.921,40.812,"1	"
-73.921,40.814,"1	"
-73.921,40.82,"1	"
-73.921,40.826,"3	"
-73.921,40.83,"5	"
-73.921,40.831,"4	"
-73.921,40.834,"1	"
-73.921,40.836,"2	"
-73.921,40.847,"2	"
-73.921,40.852,"1	"
-73.921,40.861,"4	"
-73.921,40.863,"1	"
-73.921,40.866,"1	"
-73.921,40.868,"7	"
-73.922,40.636,"1	"
-73.922,40.663,"1	"
-73.922,40.676,"3	"
-73.922,40.677,"2	"
-73.922,40.679,"1	"
-73.922,40.686,"1	"
-73.922,40.689,"2	"
-73.922,40.691,"13	"
-73.922,40.692,"3	"
-73.922,40.695,"1	"
-73.922,40.697,"1	"
-73.922,40.698,"1	"
-73.922,40.699,"1	"
-73.922,40.701,"5	"
-73.922,40.706,"10	"
-73.922,40.708,"3	"
-73.922,40.709,"4	"
-73.922,40.734,"2	"
-73.922,40.735,"1	"
-73.922,40.736,"1	"
-73.922,40.739,"2	"
-73.922,40.74,"2	"
-73.922,40.741,"2	"
-73.922,40.742,"2	"
-73.922,40.743,"17	"
-73.922,40.744,"58	"
-73.922,40.745,"4	"
-73.922,40.746,"1	"
-73.922,40.747,"3	"
-73.922,40.753,"3	"
-73.922,40.755,"40	"
-73.922,40.756,"7	"
-73.922,40.757,"1	"
-73.922,40.759,"1	"
-73.922,40.76,"10	"
-73.922,40.761,"13	"
-73.922,40.762,"1	"
-73.922,40.763,"6	"
-73.922,40.764,"19	"
-73.922,40.765,"1	"
-73.922,40.766,"9	"
-73.922,40.767,"41	"
-73.922,40.771,"2	"
-73.922,40.772,"10	"
-73.922,40.773,"9	"
-73.922,40.774,"11	"
-73.922,40.775,"1	"
-73.922,40.776,"6	"
-73.922,40.777,"1	"
-73.922,40.796,"1	"
-73.922,40.798,"2	"
-73.922,40.805,"1	"
-73.922,40.808,"1	"
-73.922,40.811,"1	"
-73.922,40.814,"1	"
-73.922,40.816,"1	"
-73.922,40.817,"1	"
-73.922,40.819,"8	"
-73.922,40.825,"1	"
-73.922,40.829,"1	"
-73.922,40.832,"1	"
-73.922,40.834,"2	"
-73.922,40.835,"1	"
-73.922,40.836,"1	"
-73.922,40.837,"3	"
-73.922,40.838,"1	"
-73.922,40.845,"1	"
-73.922,40.867,"4	"
-73.922,40.868,"4	"
-73.922,40.869,"2	"
-73.923,40.683,"1	"
-73.923,40.685,"1	"
-73.923,40.688,"1	"
-73.923,40.689,"1	"
-73.923,40.69,"2	"
-73.923,40.693,"1	"
-73.923,40.694,"1	"
-73.923,40.698,"1	"
-73.923,40.701,"5	"
-73.923,40.702,"4	"
-73.923,40.706,"4	"
-73.923,40.707,"10	"
-73.923,40.708,"1	"
-73.923,40.735,"4	"
-73.923,40.736,"1	"
-73.923,40.738,"1	"
-73.923,40.74,"3	"
-73.923,40.741,"1	"
-73.923,40.742,"1	"
-73.923,40.743,"24	"
-73.923,40.744,"141	"
-73.923,40.745,"3	"
-73.923,40.746,"2	"
-73.923,40.747,"2	"
-73.923,40.753,"6	"
-73.923,40.754,"8	"
-73.923,40.755,"9	"
-73.923,40.756,"3	"
-73.923,40.761,"29	"
-73.923,40.762,"4	"
-73.923,40.763,"3	"
-73.923,40.764,"7	"
-73.923,40.765,"10	"
-73.923,40.766,"1	"
-73.923,40.768,"9	"
-73.923,40.77,"1	"
-73.923,40.771,"15	"
-73.923,40.772,"6	"
-73.923,40.773,"1	"
-73.923,40.774,"3	"
-73.923,40.775,"8	"
-73.923,40.776,"3	"
-73.923,40.793,"1	"
-73.923,40.794,"2	"
-73.923,40.798,"2	"
-73.923,40.799,"1	"
-73.923,40.809,"3	"
-73.923,40.813,"2	"
-73.923,40.816,"2	"
-73.923,40.817,"3	"
-73.923,40.818,"2	"
-73.923,40.826,"3	"
-73.923,40.827,"6	"
-73.923,40.834,"1	"
-73.923,40.836,"2	"
-73.923,40.844,"2	"
-73.923,40.845,"2	"
-73.923,40.849,"1	"
-73.923,40.859,"1	"
-73.923,40.862,"3	"
-73.923,40.867,"3	"
-73.924,40.612,"1	"
-73.924,40.657,"1	"
-73.924,40.679,"1	"
-73.924,40.682,"1	"
-73.924,40.69,"1	"
-73.924,40.691,"1	"
-73.924,40.693,"2	"
-73.924,40.694,"1	"
-73.924,40.695,"1	"
-73.924,40.697,"2	"
-73.924,40.698,"1	"
-73.924,40.701,"1	"
-73.924,40.702,"5	"
-73.924,40.704,"1	"
-73.924,40.705,"1	"
-73.924,40.706,"3	"
-73.924,40.707,"9	"
-73.924,40.709,"1	"
-73.924,40.714,"1	"
-73.924,40.734,"2	"
-73.924,40.735,"1	"
-73.924,40.74,"2	"
-73.924,40.741,"1	"
-73.924,40.742,"2	"
-73.924,40.743,"2	"
-73.924,40.744,"149	"
-73.924,40.745,"2	"
-73.924,40.752,"1	"
-73.924,40.753,"11	"
-73.924,40.754,"3	"
-73.924,40.755,"2	"
-73.924,40.756,"6	"
-73.924,40.758,"5	"
-73.924,40.759,"1	"
-73.924,40.76,"1	"
-73.924,40.761,"62	"
-73.924,40.762,"15	"
-73.924,40.763,"2	"
-73.924,40.764,"13	"
-73.924,40.765,"1	"
-73.924,40.766,"1	"
-73.924,40.767,"1	"
-73.924,40.768,"6	"
-73.924,40.769,"5	"
-73.924,40.77,"30	"
-73.924,40.771,"3	"
-73.924,40.772,"4	"
-73.924,40.774,"14	"
-73.924,40.775,"11	"
-73.924,40.776,"2	"
-73.924,40.777,"2	"
-73.924,40.799,"1	"
-73.924,40.807,"2	"
-73.924,40.808,"1	"
-73.924,40.813,"1	"
-73.924,40.818,"2	"
-73.924,40.823,"1	"
-73.924,40.824,"3	"
-73.924,40.825,"6	"
-73.924,40.827,"1	"
-73.924,40.831,"1	"
-73.924,40.835,"1	"
-73.924,40.849,"1	"
-73.924,40.864,"1	"
-73.924,40.867,"4	"
-73.924,40.869,"1	"
-73.925,40.659,"1	"
-73.925,40.671,"1	"
-73.925,40.677,"2	"
-73.925,40.684,"1	"
-73.925,40.691,"1	"
-73.925,40.693,"2	"
-73.925,40.694,"1	"
-73.925,40.695,"1	"
-73.925,40.698,"1	"
-73.925,40.699,"1	"
-73.925,40.7,"2	"
-73.925,40.701,"1	"
-73.925,40.702,"1	"
-73.925,40.703,"1	"
-73.925,40.705,"1	"
-73.925,40.707,"1	"
-73.925,40.736,"1	"
-73.925,40.74,"2	"
-73.925,40.741,"1	"
-73.925,40.742,"2	"
-73.925,40.744,"90	"
-73.925,40.745,"2	"
-73.925,40.746,"2	"
-73.925,40.747,"5	"
-73.925,40.748,"1	"
-73.925,40.75,"1	"
-73.925,40.752,"13	"
-73.925,40.753,"2	"
-73.925,40.754,"2	"
-73.925,40.756,"1	"
-73.925,40.757,"1	"
-73.925,40.759,"2	"
-73.925,40.76,"1	"
-73.925,40.761,"2	"
-73.925,40.762,"66	"
-73.925,40.763,"5	"
-73.925,40.764,"1	"
-73.925,40.765,"3	"
-73.925,40.766,"1	"
-73.925,40.768,"21	"
-73.925,40.769,"60	"
-73.925,40.77,"1	"
-73.925,40.771,"2	"
-73.925,40.772,"7	"
-73.925,40.773,"12	"
-73.925,40.774,"34	"
-73.925,40.777,"1	"
-73.925,40.778,"2	"
-73.925,40.799,"1	"
-73.925,40.806,"1	"
-73.925,40.81,"3	"
-73.925,40.822,"1	"
-73.925,40.823,"1	"
-73.925,40.825,"1	"
-73.925,40.827,"2	"
-73.925,40.828,"1	"
-73.925,40.833,"1	"
-73.925,40.861,"3	"
-73.925,40.862,"8	"
-73.925,40.866,"4	"
-73.926,40.649,"1	"
-73.926,40.662,"1	"
-73.926,40.684,"1	"
-73.926,40.692,"2	"
-73.926,40.695,"1	"
-73.926,40.698,"7	"
-73.926,40.701,"8	"
-73.926,40.703,"18	"
-73.926,40.704,"1	"
-73.926,40.706,"5	"
-73.926,40.738,"1	"
-73.926,40.739,"1	"
-73.926,40.74,"3	"
-73.926,40.741,"2	"
-73.926,40.743,"2	"
-73.926,40.744,"49	"
-73.926,40.745,"7	"
-73.926,40.746,"4	"
-73.926,40.747,"2	"
-73.926,40.748,"1	"
-73.926,40.752,"11	"
-73.926,40.755,"3	"
-73.926,40.758,"1	"
-73.926,40.759,"11	"
-73.926,40.761,"8	"
-73.926,40.762,"60	"
-73.926,40.763,"2	"
-73.926,40.764,"2	"
-73.926,40.765,"2	"
-73.926,40.766,"40	"
-73.926,40.767,"35	"
-73.926,40.768,"14	"
-73.926,40.769,"3	"
-73.926,40.772,"71	"
-73.926,40.773,"16	"
-73.926,40.775,"1	"
-73.926,40.776,"1	"
-73.926,40.779,"1	"
-73.926,40.791,"1	"
-73.926,40.799,"1	"
-73.926,40.806,"3	"
-73.926,40.811,"2	"
-73.926,40.812,"1	"
-73.926,40.821,"1	"
-73.926,40.828,"2	"
-73.926,40.832,"1	"
-73.926,40.837,"1	"
-73.926,40.861,"3	"
-73.926,40.863,"2	"
-73.926,40.864,"3	"
-73.926,40.866,"5	"
-73.927,40.621,"1	"
-73.927,40.656,"1	"
-73.927,40.657,"1	"
-73.927,40.688,"1	"
-73.927,40.69,"1	"
-73.927,40.692,"1	"
-73.927,40.694,"1	"
-73.927,40.696,"1	"
-73.927,40.698,"4	"
-73.927,40.702,"4	"
-73.927,40.703,"3	"
-73.927,40.704,"11	"
-73.927,40.705,"3	"
-73.927,40.706,"2	"
-73.927,40.708,"1	"
-73.927,40.73,"2	"
-73.927,40.731,"2	"
-73.927,40.739,"2	"
-73.927,40.74,"1	"
-73.927,40.741,"2	"
-73.927,40.742,"2	"
-73.927,40.743,"1	"
-73.927,40.744,"28	"
-73.927,40.745,"1	"
-73.927,40.746,"3	"
-73.927,40.748,"3	"
-73.927,40.752,"6	"
-73.927,40.753,"2	"
-73.927,40.754,"1	"
-73.927,40.755,"5	"
-73.927,40.756,"2	"
-73.927,40.757,"8	"
-73.927,40.758,"3	"
-73.927,40.759,"2	"
-73.927,40.76,"11	"
-73.927,40.761,"1	"
-73.927,40.762,"2	"
-73.927,40.763,"33	"
-73.927,40.764,"5	"
-73.927,40.765,"43	"
-73.927,40.766,"20	"
-73.927,40.767,"1	"
-73.927,40.769,"1	"
-73.927,40.77,"4	"
-73.927,40.771,"34	"
-73.927,40.772,"5	"
-73.927,40.773,"1	"
-73.927,40.79,"3	"
-73.927,40.8,"1	"
-73.927,40.807,"12	"
-73.927,40.808,"2	"
-73.927,40.811,"9	"
-73.927,40.812,"2	"
-73.927,40.815,"1	"
-73.927,40.818,"7	"
-73.927,40.819,"14	"
-73.927,40.82,"4	"
-73.927,40.822,"1	"
-73.927,40.823,"1	"
-73.927,40.828,"4	"
-73.927,40.831,"2	"
-73.927,40.853,"1	"
-73.927,40.861,"1	"
-73.927,40.863,"1	"
-73.927,40.865,"9	"
-73.927,40.866,"20	"
-73.928,40.628,"1	"
-73.928,40.653,"2	"
-73.928,40.655,"1	"
-73.928,40.673,"1	"
-73.928,40.675,"1	"
-73.928,40.679,"1	"
-73.928,40.692,"2	"
-73.928,40.693,"13	"
-73.928,40.695,"4	"
-73.928,40.696,"1	"
-73.928,40.698,"9	"
-73.928,40.7,"2	"
-73.928,40.702,"8	"
-73.928,40.703,"1	"
-73.928,40.704,"5	"
-73.928,40.705,"1	"
-73.928,40.728,"1	"
-73.928,40.737,"1	"
-73.928,40.738,"1	"
-73.928,40.74,"2	"
-73.928,40.744,"29	"
-73.928,40.745,"3	"
-73.928,40.746,"5	"
-73.928,40.747,"1	"
-73.928,40.752,"22	"
-73.928,40.753,"3	"
-73.928,40.754,"1	"
-73.928,40.755,"4	"
-73.928,40.756,"11	"
-73.928,40.757,"2	"
-73.928,40.758,"15	"
-73.928,40.759,"4	"
-73.928,40.76,"5	"
-73.928,40.763,"30	"
-73.928,40.764,"44	"
-73.928,40.765,"1	"
-73.928,40.767,"3	"
-73.928,40.769,"11	"
-73.928,40.77,"40	"
-73.928,40.772,"2	"
-73.928,40.775,"1	"
-73.928,40.777,"1	"
-73.928,40.781,"2	"
-73.928,40.788,"1	"
-73.928,40.797,"1	"
-73.928,40.804,"1	"
-73.928,40.807,"5	"
-73.928,40.809,"2	"
-73.928,40.81,"2	"
-73.928,40.811,"9	"
-73.928,40.812,"4	"
-73.928,40.813,"1	"
-73.928,40.814,"1	"
-73.928,40.816,"3	"
-73.928,40.817,"4	"
-73.928,40.818,"1	"
-73.928,40.819,"5	"
-73.928,40.824,"1	"
-73.928,40.829,"2	"
-73.928,40.83,"1	"
-73.928,40.836,"1	"
-73.928,40.841,"1	"
-73.928,40.852,"1	"
-73.928,40.859,"1	"
-73.928,40.86,"2	"
-73.928,40.863,"1	"
-73.928,40.865,"3	"
-73.928,40.866,"10	"
-73.928,41.15,"2	"
-73.929,40.654,"1	"
-73.929,40.677,"1	"
-73.929,40.679,"2	"
-73.929,40.68,"1	"
-73.929,40.681,"8	"
-73.929,40.683,"2	"
-73.929,40.684,"2	"
-73.929,40.694,"1	"
-73.929,40.696,"1	"
-73.929,40.697,"1	"
-73.929,40.698,"4	"
-73.929,40.7,"1	"
-73.929,40.702,"1	"
-73.929,40.703,"1	"
-73.929,40.705,"6	"
-73.929,40.706,"1	"
-73.929,40.707,"1	"
-73.929,40.708,"4	"
-73.929,40.737,"2	"
-73.929,40.738,"1	"
-73.929,40.743,"3	"
-73.929,40.744,"10	"
-73.929,40.745,"13	"
-73.929,40.746,"2	"
-73.929,40.747,"7	"
-73.929,40.748,"1	"
-73.929,40.752,"14	"
-73.929,40.753,"1	"
-73.929,40.754,"2	"
-73.929,40.755,"2	"
-73.929,40.756,"10	"
-73.929,40.757,"16	"
-73.929,40.758,"9	"
-73.929,40.759,"3	"
-73.929,40.76,"2	"
-73.929,40.761,"2	"
-73.929,40.762,"14	"
-73.929,40.763,"63	"
-73.929,40.764,"14	"
-73.929,40.768,"26	"
-73.929,40.769,"26	"
-73.929,40.772,"2	"
-73.929,40.776,"2	"
-73.929,40.783,"2	"
-73.929,40.797,"1	"
-73.929,40.798,"1	"
-73.929,40.801,"2	"
-73.929,40.807,"2	"
-73.929,40.808,"9	"
-73.929,40.809,"1	"
-73.929,40.81,"9	"
-73.929,40.811,"1	"
-73.929,40.812,"8	"
-73.929,40.813,"3	"
-73.929,40.814,"2	"
-73.929,40.815,"3	"
-73.929,40.817,"1	"
-73.929,40.819,"7	"
-73.929,40.822,"3	"
-73.929,40.823,"1	"
-73.929,40.832,"1	"
-73.929,40.851,"1	"
-73.929,40.856,"1	"
-73.929,40.857,"1	"
-73.929,40.86,"1	"
-73.929,40.863,"1	"
-73.929,40.866,"1	"
-73.93,40.617,"2	"
-73.93,40.652,"1	"
-73.93,40.653,"1	"
-73.93,40.661,"2	"
-73.93,40.676,"1	"
-73.93,40.678,"2	"
-73.93,40.679,"4	"
-73.93,40.685,"1	"
-73.93,40.686,"3	"
-73.93,40.689,"2	"
-73.93,40.694,"13	"
-73.93,40.696,"3	"
-73.93,40.698,"3	"
-73.93,40.699,"1	"
-73.93,40.7,"2	"
-73.93,40.701,"3	"
-73.93,40.703,"11	"
-73.93,40.704,"4	"
-73.93,40.715,"1	"
-73.93,40.727,"1	"
-73.93,40.737,"3	"
-73.93,40.738,"1	"
-73.93,40.741,"1	"
-73.93,40.742,"1	"
-73.93,40.744,"3	"
-73.93,40.745,"9	"
-73.93,40.746,"1	"
-73.93,40.747,"1	"
-73.93,40.748,"1	"
-73.93,40.752,"33	"
-73.93,40.754,"2	"
-73.93,40.756,"16	"
-73.93,40.757,"45	"
-73.93,40.759,"3	"
-73.93,40.761,"24	"
-73.93,40.762,"43	"
-73.93,40.764,"8	"
-73.93,40.767,"40	"
-73.93,40.768,"7	"
-73.93,40.77,"1	"
-73.93,40.773,"1	"
-73.93,40.785,"1	"
-73.93,40.786,"2	"
-73.93,40.792,"1	"
-73.93,40.799,"1	"
-73.93,40.801,"2	"
-73.93,40.802,"2	"
-73.93,40.808,"7	"
-73.93,40.809,"3	"
-73.93,40.81,"2	"
-73.93,40.811,"13	"
-73.93,40.812,"26	"
-73.93,40.813,"10	"
-73.93,40.814,"1	"
-73.93,40.819,"2	"
-73.93,40.831,"1	"
-73.93,40.839,"3	"
-73.93,40.855,"1	"
-73.93,40.856,"1	"
-73.93,40.857,"1	"
-73.93,40.862,"2	"
-73.93,40.864,"2	"
-73.93,40.866,"1	"
-73.931,40.657,"1	"
-73.931,40.658,"1	"
-73.931,40.66,"1	"
-73.931,40.661,"2	"
-73.931,40.662,"2	"
-73.931,40.663,"1	"
-73.931,40.664,"1	"
-73.931,40.668,"1	"
-73.931,40.669,"2	"
-73.931,40.67,"1	"
-73.931,40.671,"2	"
-73.931,40.672,"2	"
-73.931,40.677,"1	"
-73.931,40.679,"2	"
-73.931,40.685,"2	"
-73.931,40.691,"1	"
-73.931,40.692,"1	"
-73.931,40.694,"5	"
-73.931,40.695,"11	"
-73.931,40.697,"1	"
-73.931,40.698,"1	"
-73.931,40.699,"2	"
-73.931,40.704,"25	"
-73.931,40.706,"2	"
-73.931,40.707,"9	"
-73.931,40.726,"7	"
-73.931,40.737,"5	"
-73.931,40.741,"1	"
-73.931,40.742,"1	"
-73.931,40.744,"13	"
-73.931,40.745,"15	"
-73.931,40.747,"2	"
-73.931,40.749,"1	"
-73.931,40.752,"18	"
-73.931,40.753,"4	"
-73.931,40.754,"2	"
-73.931,40.755,"9	"
-73.931,40.756,"3	"
-73.931,40.757,"10	"
-73.931,40.759,"4	"
-73.931,40.76,"12	"
-73.931,40.761,"43	"
-73.931,40.763,"1	"
-73.931,40.764,"4	"
-73.931,40.765,"15	"
-73.931,40.766,"55	"
-73.931,40.767,"7	"
-73.931,40.768,"2	"
-73.931,40.771,"1	"
-73.931,40.774,"1	"
-73.931,40.775,"1	"
-73.931,40.794,"1	"
-73.931,40.797,"1	"
-73.931,40.8,"1	"
-73.931,40.801,"1	"
-73.931,40.802,"3	"
-73.931,40.811,"1	"
-73.931,40.813,"1	"
-73.931,40.814,"7	"
-73.931,40.821,"1	"
-73.931,40.826,"2	"
-73.931,40.853,"1	"
-73.931,40.854,"1	"
-73.931,40.855,"1	"
-73.931,40.859,"1	"
-73.931,40.861,"1	"
-73.932,40.588,"4	"
-73.932,40.664,"2	"
-73.932,40.669,"1	"
-73.932,40.681,"2	"
-73.932,40.682,"2	"
-73.932,40.684,"2	"
-73.932,40.695,"7	"
-73.932,40.697,"18	"
-73.932,40.698,"2	"
-73.932,40.699,"2	"
-73.932,40.703,"4	"
-73.932,40.704,"3	"
-73.932,40.705,"3	"
-73.932,40.706,"4	"
-73.932,40.707,"10	"
-73.932,40.708,"13	"
-73.932,40.714,"2	"
-73.932,40.737,"3	"
-73.932,40.739,"1	"
-73.932,40.744,"5	"
-73.932,40.745,"42	"
-73.932,40.746,"1	"
-73.932,40.751,"1	"
-73.932,40.752,"10	"
-73.932,40.753,"4	"
-73.932,40.754,"7	"
-73.932,40.756,"2	"
-73.932,40.757,"2	"
-73.932,40.758,"1	"
-73.932,40.759,"9	"
-73.932,40.76,"49	"
-73.932,40.762,"2	"
-73.932,40.763,"1	"
-73.932,40.764,"4	"
-73.932,40.765,"68	"
-73.932,40.766,"3	"
-73.932,40.767,"1	"
-73.932,40.768,"1	"
-73.932,40.771,"1	"
-73.932,40.772,"1	"
-73.932,40.774,"1	"
-73.932,40.78,"1	"
-73.932,40.794,"1	"
-73.932,40.795,"19	"
-73.932,40.796,"23	"
-73.932,40.797,"3	"
-73.932,40.8,"6	"
-73.932,40.801,"3	"
-73.932,40.802,"3	"
-73.932,40.804,"2	"
-73.932,40.805,"2	"
-73.932,40.808,"1	"
-73.932,40.833,"1	"
-73.932,40.846,"4	"
-73.932,40.847,"4	"
-73.932,40.85,"1	"
-73.932,40.851,"1	"
-73.932,40.852,"3	"
-73.932,40.854,"1	"
-73.932,40.857,"6	"
-73.932,40.858,"8	"
-73.932,40.859,"2	"
-73.933,40.628,"1	"
-73.933,40.666,"1	"
-73.933,40.68,"1	"
-73.933,40.693,"2	"
-73.933,40.694,"1	"
-73.933,40.696,"4	"
-73.933,40.697,"3	"
-73.933,40.698,"9	"
-73.933,40.7,"1	"
-73.933,40.701,"1	"
-73.933,40.703,"14	"
-73.933,40.704,"8	"
-73.933,40.705,"8	"
-73.933,40.706,"4	"
-73.933,40.708,"1	"
-73.933,40.709,"4	"
-73.933,40.71,"2	"
-73.933,40.711,"1	"
-73.933,40.714,"4	"
-73.933,40.725,"1	"
-73.933,40.737,"6	"
-73.933,40.741,"1	"
-73.933,40.742,"1	"
-73.933,40.743,"3	"
-73.933,40.745,"27	"
-73.933,40.746,"2	"
-73.933,40.751,"4	"
-73.933,40.752,"11	"
-73.933,40.753,"13	"
-73.933,40.754,"2	"
-73.933,40.755,"1	"
-73.933,40.756,"1	"
-73.933,40.757,"1	"
-73.933,40.758,"18	"
-73.933,40.759,"15	"
-73.933,40.76,"1	"
-73.933,40.761,"1	"
-73.933,40.763,"3	"
-73.933,40.764,"20	"
-73.933,40.766,"1	"
-73.933,40.767,"1	"
-73.933,40.773,"1	"
-73.933,40.793,"1	"
-73.933,40.794,"2	"
-73.933,40.795,"26	"
-73.933,40.796,"34	"
-73.933,40.797,"1	"
-73.933,40.798,"1	"
-73.933,40.799,"3	"
-73.933,40.8,"3	"
-73.933,40.802,"1	"
-73.933,40.803,"9	"
-73.933,40.804,"7	"
-73.933,40.805,"1	"
-73.933,40.807,"1	"
-73.933,40.808,"1	"
-73.933,40.814,"1	"
-73.933,40.819,"1	"
-73.933,40.847,"2	"
-73.933,40.85,"1	"
-73.933,40.855,"5	"
-73.933,40.856,"5	"
-73.933,40.857,"8	"
-73.933,40.865,"1	"
-73.934,40.595,"2	"
-73.934,40.644,"1	"
-73.934,40.669,"5	"
-73.934,40.67,"2	"
-73.934,40.676,"1	"
-73.934,40.684,"1	"
-73.934,40.693,"1	"
-73.934,40.695,"1	"
-73.934,40.696,"6	"
-73.934,40.698,"8	"
-73.934,40.699,"5	"
-73.934,40.703,"2	"
-73.934,40.704,"2	"
-73.934,40.705,"2	"
-73.934,40.706,"4	"
-73.934,40.707,"2	"
-73.934,40.711,"3	"
-73.934,40.713,"1	"
-73.934,40.714,"6	"
-73.934,40.736,"1	"
-73.934,40.737,"1	"
-73.934,40.738,"1	"
-73.934,40.739,"2	"
-73.934,40.74,"1	"
-73.934,40.741,"4	"
-73.934,40.742,"3	"
-73.934,40.743,"3	"
-73.934,40.744,"4	"
-73.934,40.745,"15	"
-73.934,40.746,"5	"
-73.934,40.751,"7	"
-73.934,40.752,"22	"
-73.934,40.753,"6	"
-73.934,40.755,"2	"
-73.934,40.757,"5	"
-73.934,40.758,"12	"
-73.934,40.759,"1	"
-73.934,40.762,"8	"
-73.934,40.763,"52	"
-73.934,40.764,"1	"
-73.934,40.766,"3	"
-73.934,40.767,"3	"
-73.934,40.768,"2	"
-73.934,40.771,"1	"
-73.934,40.772,"1	"
-73.934,40.775,"1	"
-73.934,40.794,"3	"
-73.934,40.795,"6	"
-73.934,40.796,"10	"
-73.934,40.797,"10	"
-73.934,40.798,"11	"
-73.934,40.802,"90	"
-73.934,40.803,"46	"
-73.934,40.807,"1	"
-73.934,40.837,"1	"
-73.934,40.849,"5	"
-73.934,40.85,"1	"
-73.934,40.853,"3	"
-73.934,40.854,"6	"
-73.934,40.855,"3	"
-73.934,40.857,"1	"
-73.935,40.627,"1	"
-73.935,40.663,"1	"
-73.935,40.678,"2	"
-73.935,40.682,"2	"
-73.935,40.683,"3	"
-73.935,40.684,"3	"
-73.935,40.692,"1	"
-73.935,40.696,"1	"
-73.935,40.697,"40	"
-73.935,40.699,"9	"
-73.935,40.703,"1	"
-73.935,40.705,"1	"
-73.935,40.713,"4	"
-73.935,40.714,"4	"
-73.935,40.724,"1	"
-73.935,40.725,"1	"
-73.935,40.735,"1	"
-73.935,40.738,"3	"
-73.935,40.739,"1	"
-73.935,40.74,"1	"
-73.935,40.741,"22	"
-73.935,40.745,"8	"
-73.935,40.746,"1	"
-73.935,40.747,"3	"
-73.935,40.75,"1	"
-73.935,40.751,"21	"
-73.935,40.752,"9	"
-73.935,40.754,"2	"
-73.935,40.755,"1	"
-73.935,40.756,"5	"
-73.935,40.757,"14	"
-73.935,40.759,"1	"
-73.935,40.761,"13	"
-73.935,40.762,"16	"
-73.935,40.767,"6	"
-73.935,40.768,"1	"
-73.935,40.769,"3	"
-73.935,40.775,"1	"
-73.935,40.794,"1	"
-73.935,40.795,"1	"
-73.935,40.796,"66	"
-73.935,40.797,"13	"
-73.935,40.798,"2	"
-73.935,40.799,"1	"
-73.935,40.8,"14	"
-73.935,40.801,"87	"
-73.935,40.802,"16	"
-73.935,40.803,"3	"
-73.935,40.804,"4	"
-73.935,40.805,"6	"
-73.935,40.808,"1	"
-73.935,40.809,"1	"
-73.935,40.811,"1	"
-73.935,40.812,"2	"
-73.935,40.813,"1	"
-73.935,40.814,"1	"
-73.935,40.82,"1	"
-73.935,40.821,"1	"
-73.935,40.827,"1	"
-73.935,40.828,"1	"
-73.935,40.829,"1	"
-73.935,40.832,"1	"
-73.935,40.843,"1	"
-73.935,40.846,"1	"
-73.935,40.847,"2	"
-73.935,40.848,"2	"
-73.935,40.85,"3	"
-73.935,40.851,"3	"
-73.935,40.852,"10	"
-73.935,40.853,"1	"
-73.935,40.854,"1	"
-73.935,40.857,"2	"
-73.936,40.622,"1	"
-73.936,40.623,"1	"
-73.936,40.669,"1	"
-73.936,40.677,"1	"
-73.936,40.678,"3	"
-73.936,40.679,"1	"
-73.936,40.683,"1	"
-73.936,40.685,"1	"
-73.936,40.687,"2	"
-73.936,40.688,"1	"
-73.936,40.691,"1	"
-73.936,40.697,"23	"
-73.936,40.698,"6	"
-73.936,40.699,"2	"
-73.936,40.7,"3	"
-73.936,40.702,"1	"
-73.936,40.713,"2	"
-73.936,40.714,"1	"
-73.936,40.715,"3	"
-73.936,40.725,"2	"
-73.936,40.735,"1	"
-73.936,40.736,"2	"
-73.936,40.737,"1	"
-73.936,40.738,"3	"
-73.936,40.744,"1	"
-73.936,40.745,"9	"
-73.936,40.747,"1	"
-73.936,40.749,"3	"
-73.936,40.75,"48	"
-73.936,40.751,"2	"
-73.936,40.752,"3	"
-73.936,40.753,"1	"
-73.936,40.754,"1	"
-73.936,40.755,"7	"
-73.936,40.756,"26	"
-73.936,40.758,"7	"
-73.936,40.759,"2	"
-73.936,40.76,"8	"
-73.936,40.761,"42	"
-73.936,40.767,"2	"
-73.936,40.768,"4	"
-73.936,40.769,"1	"
-73.936,40.78,"1	"
-73.936,40.791,"1	"
-73.936,40.795,"12	"
-73.936,40.796,"38	"
-73.936,40.797,"2	"
-73.936,40.798,"1	"
-73.936,40.799,"54	"
-73.936,40.8,"33	"
-73.936,40.803,"2	"
-73.936,40.804,"12	"
-73.936,40.805,"1	"
-73.936,40.806,"10	"
-73.936,40.807,"5	"
-73.936,40.81,"1	"
-73.936,40.812,"4	"
-73.936,40.814,"10	"
-73.936,40.815,"20	"
-73.936,40.816,"3	"
-73.936,40.82,"7	"
-73.936,40.821,"2	"
-73.936,40.825,"1	"
-73.936,40.826,"4	"
-73.936,40.829,"1	"
-73.936,40.831,"1	"
-73.936,40.841,"1	"
-73.936,40.844,"1	"
-73.936,40.848,"3	"
-73.936,40.849,"3	"
-73.936,40.85,"28	"
-73.936,40.851,"1	"
